time,country,motor,value
2014,Croatia,Alternative Energy,971
2014,Croatia,Petrol (excluding hybrids),0
2014,Croatia,Hybrid electric-petrol,0
2014,Croatia,Plug-in hybrid petrol-electric,0
2014,Croatia,Diesel (excluding hybrids),0
2014,Croatia,Hybrid diesel-electric,0
2014,Croatia,Plug-in hybrid diesel-electric,0
2014,Croatia,Hydrogen and fuel cells,0
2014,Croatia,Bioethanol,0
2014,Croatia,Biodiesel,0
2014,Croatia,Bi-fuel,0
2014,Croatia,Other,420
2014,Italy,Petroleum products,0
2014,Italy,Liquefied petroleum gases (LPG),0
2014,Italy,Diesel,0
2014,Italy,Natural Gas,0
2014,Italy,Electricity,0
2014,Italy,Alternative Energy,0
2014,Italy,Petrol (excluding hybrids),0
2014,Italy,Hybrid electric-petrol,0
2014,Italy,Plug-in hybrid petrol-electric,0
2014,Italy,Diesel (excluding hybrids),0
2014,Italy,Hybrid diesel-electric,0
2014,Italy,Plug-in hybrid diesel-electric,0
2014,Italy,Hydrogen and fuel cells,0
2014,Italy,Bioethanol,0
2014,Italy,Biodiesel,0
2014,Italy,Bi-fuel,0
2014,Italy,Other,0
2014,Cyprus,Petroleum products,12142
2014,Cyprus,Liquefied petroleum gases (LPG),0
2014,Cyprus,Diesel,5782
2014,Cyprus,Natural Gas,0
2014,Cyprus,Electricity,9
2014,Cyprus,Alternative Energy,9
2014,Cyprus,Petrol (excluding hybrids),11839
2014,Cyprus,Hybrid electric-petrol,303
2014,Cyprus,Plug-in hybrid petrol-electric,0
2014,Cyprus,Diesel (excluding hybrids),5782
2014,Cyprus,Hybrid diesel-electric,0
2014,Cyprus,Plug-in hybrid diesel-electric,0
2014,Cyprus,Hydrogen and fuel cells,0
2014,Cyprus,Bioethanol,0
2014,Cyprus,Biodiesel,0
2014,Cyprus,Bi-fuel,0
2014,Cyprus,Other,0
2014,Latvia,Petroleum products,5759
2014,Latvia,Liquefied petroleum gases (LPG),0
2014,Latvia,Diesel,7029
2014,Latvia,Natural Gas,211
2014,Latvia,Electricity,174
2014,Latvia,Alternative Energy,385
2014,Latvia,Petrol (excluding hybrids),5758
2014,Latvia,Hybrid electric-petrol,1
2014,Latvia,Plug-in hybrid petrol-electric,0
2014,Latvia,Diesel (excluding hybrids),7029
2014,Latvia,Hybrid diesel-electric,0
2014,Latvia,Plug-in hybrid diesel-electric,0
2014,Latvia,Hydrogen and fuel cells,0
2014,Latvia,Bioethanol,0
2014,Latvia,Biodiesel,0
2014,Latvia,Bi-fuel,0
2014,Latvia,Other,0
2014,Lithuania,Petroleum products,35029
2014,Lithuania,Liquefied petroleum gases (LPG),21
2014,Lithuania,Diesel,100310
2014,Lithuania,Natural Gas,0
2014,Lithuania,Electricity,46
2014,Lithuania,Alternative Energy,759
2014,Lithuania,Petrol (excluding hybrids),0
2014,Lithuania,Hybrid electric-petrol,0
2014,Lithuania,Plug-in hybrid petrol-electric,0
2014,Lithuania,Diesel (excluding hybrids),0
2014,Lithuania,Hybrid diesel-electric,0
2014,Lithuania,Plug-in hybrid diesel-electric,0
2014,Lithuania,Hydrogen and fuel cells,0
2014,Lithuania,Bioethanol,0
2014,Lithuania,Biodiesel,0
2014,Lithuania,Bi-fuel,0
2014,Lithuania,Other,692
2014,Hungary,Petroleum products,70185
2014,Hungary,Liquefied petroleum gases (LPG),3
2014,Hungary,Diesel,91757
2014,Hungary,Natural Gas,268
2014,Hungary,Electricity,71
2014,Hungary,Alternative Energy,2478
2014,Hungary,Petrol (excluding hybrids),70185
2014,Hungary,Hybrid electric-petrol,0
2014,Hungary,Plug-in hybrid petrol-electric,0
2014,Hungary,Diesel (excluding hybrids),91757
2014,Hungary,Hybrid diesel-electric,0
2014,Hungary,Plug-in hybrid diesel-electric,0
2014,Hungary,Hydrogen and fuel cells,0
2014,Hungary,Bioethanol,0
2014,Hungary,Biodiesel,0
2014,Hungary,Bi-fuel,779
2014,Hungary,Other,1357
2014,Malta,Petroleum products,9614
2014,Malta,Liquefied petroleum gases (LPG),1
2014,Malta,Diesel,5768
2014,Malta,Natural Gas,0
2014,Malta,Electricity,30
2014,Malta,Alternative Energy,94
2014,Malta,Petrol (excluding hybrids),9579
2014,Malta,Hybrid electric-petrol,35
2014,Malta,Plug-in hybrid petrol-electric,0
2014,Malta,Diesel (excluding hybrids),5766
2014,Malta,Hybrid diesel-electric,2
2014,Malta,Plug-in hybrid diesel-electric,0
2014,Malta,Hydrogen and fuel cells,0
2014,Malta,Bioethanol,0
2014,Malta,Biodiesel,0
2014,Malta,Bi-fuel,24
2014,Malta,Other,39
2014,Netherlands,Petroleum products,275420
2014,Netherlands,Liquefied petroleum gases (LPG),998
2014,Netherlands,Diesel,105014
2014,Netherlands,Natural Gas,3223
2014,Netherlands,Electricity,0
2014,Netherlands,Alternative Energy,7135
2014,Netherlands,Petrol (excluding hybrids),0
2014,Netherlands,Hybrid electric-petrol,26727
2014,Netherlands,Plug-in hybrid petrol-electric,0
2014,Netherlands,Diesel (excluding hybrids),0
2014,Netherlands,Hybrid diesel-electric,0
2014,Netherlands,Plug-in hybrid diesel-electric,0
2014,Netherlands,Hydrogen and fuel cells,2
2014,Netherlands,Bioethanol,0
2014,Netherlands,Biodiesel,0
2014,Netherlands,Bi-fuel,0
2014,Netherlands,Other,2912
2014,Austria,Petroleum products,128670
2014,Austria,Liquefied petroleum gases (LPG),0
2014,Austria,Diesel,172574
2014,Austria,Natural Gas,279
2014,Austria,Electricity,1281
2014,Austria,Alternative Energy,2074
2014,Austria,Petrol (excluding hybrids),126503
2014,Austria,Hybrid electric-petrol,1836
2014,Austria,Plug-in hybrid petrol-electric,331
2014,Austria,Diesel (excluding hybrids),172381
2014,Austria,Hybrid diesel-electric,90
2014,Austria,Plug-in hybrid diesel-electric,103
2014,Austria,Hydrogen and fuel cells,3
2014,Austria,Bioethanol,0
2014,Austria,Biodiesel,0
2014,Austria,Bi-fuel,511
2014,Austria,Other,0
2014,Poland,Petroleum products,502339
2014,Poland,Liquefied petroleum gases (LPG),72048
2014,Poland,Diesel,470967
2014,Poland,Natural Gas,302
2014,Poland,Electricity,1909
2014,Poland,Alternative Energy,74292
2014,Poland,Petrol (excluding hybrids),502339
2014,Poland,Hybrid electric-petrol,0
2014,Poland,Plug-in hybrid petrol-electric,0
2014,Poland,Diesel (excluding hybrids),470967
2014,Poland,Hybrid diesel-electric,0
2014,Poland,Plug-in hybrid diesel-electric,0
2014,Poland,Hydrogen and fuel cells,13
2014,Poland,Bioethanol,1
2014,Poland,Biodiesel,0
2014,Poland,Bi-fuel,0
2014,Poland,Other,19
2014,Portugal,Petroleum products,0
2014,Portugal,Liquefied petroleum gases (LPG),0
2014,Portugal,Diesel,0
2014,Portugal,Natural Gas,0
2014,Portugal,Electricity,0
2014,Portugal,Alternative Energy,0
2014,Portugal,Petrol (excluding hybrids),0
2014,Portugal,Hybrid electric-petrol,0
2014,Portugal,Plug-in hybrid petrol-electric,0
2014,Portugal,Diesel (excluding hybrids),0
2014,Portugal,Hybrid diesel-electric,0
2014,Portugal,Plug-in hybrid diesel-electric,0
2014,Portugal,Hydrogen and fuel cells,0
2014,Portugal,Bioethanol,0
2014,Portugal,Biodiesel,0
2014,Portugal,Bi-fuel,0
2014,Portugal,Other,0
2014,Romania,Petroleum products,0
2014,Romania,Liquefied petroleum gases (LPG),0
2014,Romania,Diesel,0
2014,Romania,Natural Gas,0
2014,Romania,Electricity,0
2014,Romania,Alternative Energy,0
2014,Romania,Petrol (excluding hybrids),0
2014,Romania,Hybrid electric-petrol,0
2014,Romania,Plug-in hybrid petrol-electric,0
2014,Romania,Diesel (excluding hybrids),0
2014,Romania,Hybrid diesel-electric,0
2014,Romania,Plug-in hybrid diesel-electric,0
2014,Romania,Hydrogen and fuel cells,0
2014,Romania,Bioethanol,0
2014,Romania,Biodiesel,0
2014,Romania,Bi-fuel,0
2014,Romania,Other,0
2014,Slovenia,Petroleum products,23916
2014,Slovenia,Liquefied petroleum gases (LPG),232
2014,Slovenia,Diesel,29763
2014,Slovenia,Natural Gas,48
2014,Slovenia,Electricity,13
2014,Slovenia,Alternative Energy,407
2014,Slovenia,Petrol (excluding hybrids),0
2014,Slovenia,Hybrid electric-petrol,0
2014,Slovenia,Plug-in hybrid petrol-electric,0
2014,Slovenia,Diesel (excluding hybrids),0
2014,Slovenia,Hybrid diesel-electric,0
2014,Slovenia,Plug-in hybrid diesel-electric,0
2014,Slovenia,Hydrogen and fuel cells,0
2014,Slovenia,Bioethanol,0
2014,Slovenia,Biodiesel,0
2014,Slovenia,Bi-fuel,0
2014,Slovenia,Other,114
2014,Finland,Petroleum products,64181
2014,Finland,Liquefied petroleum gases (LPG),0
2014,Finland,Diesel,41404
2014,Finland,Natural Gas,37
2014,Finland,Electricity,183
2014,Finland,Alternative Energy,650
2014,Finland,Petrol (excluding hybrids),61733
2014,Finland,Hybrid electric-petrol,2236
2014,Finland,Plug-in hybrid petrol-electric,212
2014,Finland,Diesel (excluding hybrids),41278
2014,Finland,Hybrid diesel-electric,75
2014,Finland,Plug-in hybrid diesel-electric,51
2014,Finland,Hydrogen and fuel cells,0
2014,Finland,Bioethanol,344
2014,Finland,Biodiesel,0
2014,Finland,Bi-fuel,86
2014,Finland,Other,0
2014,Sweden,Petroleum products,126019
2014,Sweden,Liquefied petroleum gases (LPG),0
2014,Sweden,Diesel,188998
2014,Sweden,Natural Gas,1602
2014,Sweden,Electricity,1266
2014,Sweden,Alternative Energy,9013
2014,Sweden,Petrol (excluding hybrids),116519
2014,Sweden,Hybrid electric-petrol,6798
2014,Sweden,Plug-in hybrid petrol-electric,2702
2014,Sweden,Diesel (excluding hybrids),188028
2014,Sweden,Hybrid diesel-electric,261
2014,Sweden,Plug-in hybrid diesel-electric,709
2014,Sweden,Hydrogen and fuel cells,0
2014,Sweden,Bioethanol,4
2014,Sweden,Biodiesel,0
2014,Sweden,Bi-fuel,3419
2014,Sweden,Other,2722
2014,United Kingdom,Petroleum products,0
2014,United Kingdom,Liquefied petroleum gases (LPG),0
2014,United Kingdom,Diesel,0
2014,United Kingdom,Natural Gas,0
2014,United Kingdom,Electricity,0
2014,United Kingdom,Alternative Energy,0
2014,United Kingdom,Petrol (excluding hybrids),0
2014,United Kingdom,Hybrid electric-petrol,0
2014,United Kingdom,Plug-in hybrid petrol-electric,0
2014,United Kingdom,Diesel (excluding hybrids),0
2014,United Kingdom,Hybrid diesel-electric,0
2014,United Kingdom,Plug-in hybrid diesel-electric,0
2014,United Kingdom,Hydrogen and fuel cells,0
2014,United Kingdom,Bioethanol,0
2014,United Kingdom,Biodiesel,0
2014,United Kingdom,Bi-fuel,0
2014,United Kingdom,Other,0
2014,Liechtenstein,Petroleum products,979
2014,Liechtenstein,Liquefied petroleum gases (LPG),0
2014,Liechtenstein,Diesel,800
2014,Liechtenstein,Natural Gas,1
2014,Liechtenstein,Electricity,18
2014,Liechtenstein,Alternative Energy,21
2014,Liechtenstein,Petrol (excluding hybrids),944
2014,Liechtenstein,Hybrid electric-petrol,35
2014,Liechtenstein,Plug-in hybrid petrol-electric,0
2014,Liechtenstein,Diesel (excluding hybrids),796
2014,Liechtenstein,Hybrid diesel-electric,4
2014,Liechtenstein,Plug-in hybrid diesel-electric,0
2014,Liechtenstein,Hydrogen and fuel cells,0
2014,Liechtenstein,Bioethanol,0
2014,Liechtenstein,Biodiesel,0
2014,Liechtenstein,Bi-fuel,2
2014,Liechtenstein,Other,0
2014,Norway,Petroleum products,62997
2014,Norway,Liquefied petroleum gases (LPG),0
2014,Norway,Diesel,87738
2014,Norway,Natural Gas,0
2014,Norway,Electricity,21153
2014,Norway,Alternative Energy,21307
2014,Norway,Petrol (excluding hybrids),0
2014,Norway,Hybrid electric-petrol,0
2014,Norway,Plug-in hybrid petrol-electric,0
2014,Norway,Diesel (excluding hybrids),0
2014,Norway,Hybrid diesel-electric,0
2014,Norway,Plug-in hybrid diesel-electric,0
2014,Norway,Hydrogen and fuel cells,0
2014,Norway,Bioethanol,0
2014,Norway,Biodiesel,0
2014,Norway,Bi-fuel,0
2014,Norway,Other,154
2014,Switzerland,Petroleum products,187000
2014,Switzerland,Liquefied petroleum gases (LPG),0
2014,Switzerland,Diesel,113300
2014,Switzerland,Natural Gas,200
2014,Switzerland,Electricity,1900
2014,Switzerland,Alternative Energy,3000
2014,Switzerland,Petrol (excluding hybrids),180900
2014,Switzerland,Hybrid electric-petrol,6200
2014,Switzerland,Plug-in hybrid petrol-electric,0
2014,Switzerland,Diesel (excluding hybrids),112600
2014,Switzerland,Hybrid diesel-electric,700
2014,Switzerland,Plug-in hybrid diesel-electric,0
2014,Switzerland,Hydrogen and fuel cells,0
2014,Switzerland,Bioethanol,0
2014,Switzerland,Biodiesel,0
2014,Switzerland,Bi-fuel,800
2014,Switzerland,Other,100
2014,North Macedonia,Petroleum products,0
2014,North Macedonia,Liquefied petroleum gases (LPG),0
2014,North Macedonia,Diesel,0
2014,North Macedonia,Natural Gas,0
2014,North Macedonia,Electricity,0
2014,North Macedonia,Alternative Energy,0
2014,North Macedonia,Petrol (excluding hybrids),0
2014,North Macedonia,Hybrid electric-petrol,0
2014,North Macedonia,Plug-in hybrid petrol-electric,0
2014,North Macedonia,Diesel (excluding hybrids),0
2014,North Macedonia,Hybrid diesel-electric,0
2014,North Macedonia,Plug-in hybrid diesel-electric,0
2014,North Macedonia,Hydrogen and fuel cells,0
2014,North Macedonia,Bioethanol,0
2014,North Macedonia,Biodiesel,0
2014,North Macedonia,Bi-fuel,0
2014,North Macedonia,Other,0
2014,Turkey,Petroleum products,210168
2014,Turkey,Liquefied petroleum gases (LPG),11339
2014,Turkey,Diesel,364242
2014,Turkey,Natural Gas,2
2014,Turkey,Electricity,63
2014,Turkey,Alternative Energy,11404
2014,Turkey,Petrol (excluding hybrids),210141
2014,Turkey,Hybrid electric-petrol,27
2014,Turkey,Plug-in hybrid petrol-electric,0
2014,Turkey,Diesel (excluding hybrids),364241
2014,Turkey,Hybrid diesel-electric,1
2014,Turkey,Plug-in hybrid diesel-electric,0
2014,Turkey,Hydrogen and fuel cells,0
2014,Turkey,Bioethanol,0
2014,Turkey,Biodiesel,0
2014,Turkey,Bi-fuel,0
2014,Turkey,Other,0
2015,Belgium,Petroleum products,198299
2015,Belgium,Liquefied petroleum gases (LPG),5
2015,Belgium,Diesel,305838
2015,Belgium,Natural Gas,135
2015,Belgium,Electricity,1360
2015,Belgium,Alternative Energy,2147
2015,Belgium,Petrol (excluding hybrids),189947
2015,Belgium,Hybrid electric-petrol,8352
2015,Belgium,Plug-in hybrid petrol-electric,0
2015,Belgium,Diesel (excluding hybrids),303345
2015,Belgium,Hybrid diesel-electric,2493
2015,Belgium,Plug-in hybrid diesel-electric,0
2015,Belgium,Hydrogen and fuel cells,0
2015,Belgium,Bioethanol,1
2015,Belgium,Biodiesel,0
2015,Belgium,Bi-fuel,0
2015,Belgium,Other,646
2015,Denmark,Petroleum products,137698
2015,Denmark,Liquefied petroleum gases (LPG),0
2015,Denmark,Diesel,64203
2015,Denmark,Natural Gas,0
2015,Denmark,Electricity,0
2015,Denmark,Alternative Energy,0
2015,Denmark,Petrol (excluding hybrids),0
2015,Denmark,Hybrid electric-petrol,0
2015,Denmark,Plug-in hybrid petrol-electric,0
2015,Denmark,Diesel (excluding hybrids),0
2015,Denmark,Hybrid diesel-electric,0
2015,Denmark,Plug-in hybrid diesel-electric,0
2015,Denmark,Hydrogen and fuel cells,0
2015,Denmark,Bioethanol,0
2015,Denmark,Biodiesel,0
2015,Denmark,Bi-fuel,0
2015,Denmark,Other,0
2015,Germany,Petroleum products,1611389
2015,Germany,Liquefied petroleum gases (LPG),4716
2015,Germany,Diesel,1538451
2015,Germany,Natural Gas,5285
2015,Germany,Electricity,12363
2015,Germany,Alternative Energy,56202
2015,Germany,Petrol (excluding hybrids),0
2015,Germany,Hybrid electric-petrol,0
2015,Germany,Plug-in hybrid petrol-electric,0
2015,Germany,Diesel (excluding hybrids),0
2015,Germany,Hybrid diesel-electric,0
2015,Germany,Plug-in hybrid diesel-electric,0
2015,Germany,Hydrogen and fuel cells,0
2015,Germany,Bioethanol,0
2015,Germany,Biodiesel,0
2015,Germany,Bi-fuel,0
2015,Germany,Other,33838
2015,Estonia,Petroleum products,14069
2015,Estonia,Liquefied petroleum gases (LPG),0
2015,Estonia,Diesel,6949
2015,Estonia,Natural Gas,16
2015,Estonia,Electricity,30
2015,Estonia,Alternative Energy,46
2015,Estonia,Petrol (excluding hybrids),13718
2015,Estonia,Hybrid electric-petrol,351
2015,Estonia,Plug-in hybrid petrol-electric,0
2015,Estonia,Diesel (excluding hybrids),6949
2015,Estonia,Hybrid diesel-electric,0
2015,Estonia,Plug-in hybrid diesel-electric,0
2015,Estonia,Hydrogen and fuel cells,0
2015,Estonia,Bioethanol,0
2015,Estonia,Biodiesel,0
2015,Estonia,Bi-fuel,0
2015,Estonia,Other,0
2015,Ireland,Petroleum products,35311
2015,Ireland,Liquefied petroleum gases (LPG),0
2015,Ireland,Diesel,92436
2015,Ireland,Natural Gas,0
2015,Ireland,Electricity,494
2015,Ireland,Alternative Energy,2212
2015,Ireland,Petrol (excluding hybrids),0
2015,Ireland,Hybrid electric-petrol,0
2015,Ireland,Plug-in hybrid petrol-electric,0
2015,Ireland,Diesel (excluding hybrids),0
2015,Ireland,Hybrid diesel-electric,0
2015,Ireland,Plug-in hybrid diesel-electric,0
2015,Ireland,Hydrogen and fuel cells,0
2015,Ireland,Bioethanol,0
2015,Ireland,Biodiesel,0
2015,Ireland,Bi-fuel,0
2015,Ireland,Other,1718
2015,Spain,Petroleum products,394777
2015,Spain,Liquefied petroleum gases (LPG),2337
2015,Spain,Diesel,694161
2015,Spain,Natural Gas,165
2015,Spain,Electricity,2634
2015,Spain,Alternative Energy,5179
2015,Spain,Petrol (excluding hybrids),387540
2015,Spain,Hybrid electric-petrol,7179
2015,Spain,Plug-in hybrid petrol-electric,58
2015,Spain,Diesel (excluding hybrids),694123
2015,Spain,Hybrid diesel-electric,29
2015,Spain,Plug-in hybrid diesel-electric,9
2015,Spain,Hydrogen and fuel cells,2
2015,Spain,Bioethanol,0
2015,Spain,Biodiesel,5
2015,Spain,Bi-fuel,0
2015,Spain,Other,36
2015,France,Petroleum products,777645
2015,France,Liquefied petroleum gases (LPG),0
2015,France,Diesel,1089403
2015,France,Natural Gas,46
2015,France,Electricity,17269
2015,France,Alternative Energy,19181
2015,France,Petrol (excluding hybrids),736108
2015,France,Hybrid electric-petrol,35950
2015,France,Plug-in hybrid petrol-electric,5587
2015,France,Diesel (excluding hybrids),1070443
2015,France,Hybrid diesel-electric,18870
2015,France,Plug-in hybrid diesel-electric,90
2015,France,Hydrogen and fuel cells,10
2015,France,Bioethanol,231
2015,France,Biodiesel,0
2015,France,Bi-fuel,1579
2015,France,Other,46
2015,Croatia,Petroleum products,16311
2015,Croatia,Liquefied petroleum gases (LPG),0
2015,Croatia,Diesel,56807
2015,Croatia,Natural Gas,0
2015,Croatia,Electricity,80
2015,Croatia,Alternative Energy,1063
2015,Croatia,Petrol (excluding hybrids),16311
2015,Croatia,Hybrid electric-petrol,0
2015,Croatia,Plug-in hybrid petrol-electric,0
2015,Croatia,Diesel (excluding hybrids),56807
2015,Croatia,Hybrid diesel-electric,0
2015,Croatia,Plug-in hybrid diesel-electric,0
2015,Croatia,Hydrogen and fuel cells,0
2015,Croatia,Bioethanol,0
2015,Croatia,Biodiesel,0
2015,Croatia,Bi-fuel,517
2015,Croatia,Other,466
2015,Italy,Petroleum products,0
2015,Italy,Liquefied petroleum gases (LPG),0
2015,Italy,Diesel,0
2015,Italy,Natural Gas,0
2015,Italy,Electricity,0
2015,Italy,Alternative Energy,185333
2015,Italy,Petrol (excluding hybrids),521450
2015,Italy,Hybrid electric-petrol,0
2015,Italy,Plug-in hybrid petrol-electric,0
2015,Italy,Diesel (excluding hybrids),887074
2015,Italy,Hybrid diesel-electric,0
2015,Italy,Plug-in hybrid diesel-electric,0
2015,Italy,Hydrogen and fuel cells,0
2015,Italy,Bioethanol,0
2015,Italy,Biodiesel,0
2015,Italy,Bi-fuel,0
2015,Italy,Other,1467
2015,Cyprus,Petroleum products,14786
2015,Cyprus,Liquefied petroleum gases (LPG),0
2015,Cyprus,Diesel,6667
2015,Cyprus,Natural Gas,0
2015,Cyprus,Electricity,9
2015,Cyprus,Alternative Energy,9
2015,Cyprus,Petrol (excluding hybrids),14399
2015,Cyprus,Hybrid electric-petrol,387
2015,Cyprus,Plug-in hybrid petrol-electric,0
2015,Cyprus,Diesel (excluding hybrids),6667
2015,Cyprus,Hybrid diesel-electric,0
2015,Cyprus,Plug-in hybrid diesel-electric,0
2015,Cyprus,Hydrogen and fuel cells,0
2015,Cyprus,Bioethanol,0
2015,Cyprus,Biodiesel,0
2015,Cyprus,Bi-fuel,0
2015,Cyprus,Other,0
2015,Latvia,Petroleum products,7211
2015,Latvia,Liquefied petroleum gases (LPG),0
2015,Latvia,Diesel,6923
2015,Latvia,Natural Gas,140
2015,Latvia,Electricity,17
2015,Latvia,Alternative Energy,157
2015,Latvia,Petrol (excluding hybrids),7202
2015,Latvia,Hybrid electric-petrol,9
2015,Latvia,Plug-in hybrid petrol-electric,0
2015,Latvia,Diesel (excluding hybrids),6923
2015,Latvia,Hybrid diesel-electric,0
2015,Latvia,Plug-in hybrid diesel-electric,0
2015,Latvia,Hydrogen and fuel cells,0
2015,Latvia,Bioethanol,0
2015,Latvia,Biodiesel,0
2015,Latvia,Bi-fuel,0
2015,Latvia,Other,0
2015,Lithuania,Petroleum products,33550
2015,Lithuania,Liquefied petroleum gases (LPG),11
2015,Lithuania,Diesel,97813
2015,Lithuania,Natural Gas,0
2015,Lithuania,Electricity,106
2015,Lithuania,Alternative Energy,1036
2015,Lithuania,Petrol (excluding hybrids),32757
2015,Lithuania,Hybrid electric-petrol,0
2015,Lithuania,Plug-in hybrid petrol-electric,793
2015,Lithuania,Diesel (excluding hybrids),0
2015,Lithuania,Hybrid diesel-electric,0
2015,Lithuania,Plug-in hybrid diesel-electric,0
2015,Lithuania,Hydrogen and fuel cells,0
2015,Lithuania,Bioethanol,0
2015,Lithuania,Biodiesel,0
2015,Lithuania,Bi-fuel,0
2015,Lithuania,Other,919
2015,Hungary,Petroleum products,92477
2015,Hungary,Liquefied petroleum gases (LPG),2
2015,Hungary,Diesel,103928
2015,Hungary,Natural Gas,153
2015,Hungary,Electricity,181
2015,Hungary,Alternative Energy,3501
2015,Hungary,Petrol (excluding hybrids),92477
2015,Hungary,Hybrid electric-petrol,0
2015,Hungary,Plug-in hybrid petrol-electric,0
2015,Hungary,Diesel (excluding hybrids),103928
2015,Hungary,Hybrid diesel-electric,0
2015,Hungary,Plug-in hybrid diesel-electric,0
2015,Hungary,Hydrogen and fuel cells,0
2015,Hungary,Bioethanol,0
2015,Hungary,Biodiesel,4
2015,Hungary,Bi-fuel,988
2015,Hungary,Other,2173
2015,Malta,Petroleum products,11395
2015,Malta,Liquefied petroleum gases (LPG),0
2015,Malta,Diesel,5312
2015,Malta,Natural Gas,0
2015,Malta,Electricity,30
2015,Malta,Alternative Energy,96
2015,Malta,Petrol (excluding hybrids),11317
2015,Malta,Hybrid electric-petrol,78
2015,Malta,Plug-in hybrid petrol-electric,0
2015,Malta,Diesel (excluding hybrids),5307
2015,Malta,Hybrid diesel-electric,5
2015,Malta,Plug-in hybrid diesel-electric,0
2015,Malta,Hydrogen and fuel cells,0
2015,Malta,Bioethanol,0
2015,Malta,Biodiesel,0
2015,Malta,Bi-fuel,53
2015,Malta,Other,13
2015,Netherlands,Petroleum products,314898
2015,Netherlands,Liquefied petroleum gases (LPG),362
2015,Netherlands,Diesel,129773
2015,Netherlands,Natural Gas,678
2015,Netherlands,Electricity,0
2015,Netherlands,Alternative Energy,4256
2015,Netherlands,Petrol (excluding hybrids),0
2015,Netherlands,Hybrid electric-petrol,56219
2015,Netherlands,Plug-in hybrid petrol-electric,0
2015,Netherlands,Diesel (excluding hybrids),0
