time,country,motor,value
2015,Netherlands,Hybrid diesel-electric,0
2015,Netherlands,Plug-in hybrid diesel-electric,0
2015,Netherlands,Hydrogen and fuel cells,19
2015,Netherlands,Bioethanol,0
2015,Netherlands,Biodiesel,0
2015,Netherlands,Bi-fuel,0
2015,Netherlands,Other,3197
2015,Austria,Petroleum products,125656
2015,Austria,Liquefied petroleum gases (LPG),0
2015,Austria,Diesel,180510
2015,Austria,Natural Gas,167
2015,Austria,Electricity,1677
2015,Austria,Alternative Energy,2389
2015,Austria,Petrol (excluding hybrids),122832
2015,Austria,Hybrid electric-petrol,1893
2015,Austria,Plug-in hybrid petrol-electric,931
2015,Austria,Diesel (excluding hybrids),179822
2015,Austria,Hybrid diesel-electric,518
2015,Austria,Plug-in hybrid diesel-electric,170
2015,Austria,Hydrogen and fuel cells,9
2015,Austria,Bioethanol,0
2015,Austria,Biodiesel,0
2015,Austria,Bi-fuel,536
2015,Austria,Other,0
2015,Poland,Petroleum products,571541
2015,Poland,Liquefied petroleum gases (LPG),89117
2015,Poland,Diesel,481006
2015,Poland,Natural Gas,316
2015,Poland,Electricity,3496
2015,Poland,Alternative Energy,92959
2015,Poland,Petrol (excluding hybrids),571530
2015,Poland,Hybrid electric-petrol,11
2015,Poland,Plug-in hybrid petrol-electric,0
2015,Poland,Diesel (excluding hybrids),481006
2015,Poland,Hybrid diesel-electric,0
2015,Poland,Plug-in hybrid diesel-electric,0
2015,Poland,Hydrogen and fuel cells,8
2015,Poland,Bioethanol,2
2015,Poland,Biodiesel,0
2015,Poland,Bi-fuel,0
2015,Poland,Other,20
2015,Portugal,Petroleum products,0
2015,Portugal,Liquefied petroleum gases (LPG),0
2015,Portugal,Diesel,0
2015,Portugal,Natural Gas,0
2015,Portugal,Electricity,0
2015,Portugal,Alternative Energy,0
2015,Portugal,Petrol (excluding hybrids),0
2015,Portugal,Hybrid electric-petrol,0
2015,Portugal,Plug-in hybrid petrol-electric,0
2015,Portugal,Diesel (excluding hybrids),0
2015,Portugal,Hybrid diesel-electric,0
2015,Portugal,Plug-in hybrid diesel-electric,0
2015,Portugal,Hydrogen and fuel cells,0
2015,Portugal,Bioethanol,0
2015,Portugal,Biodiesel,0
2015,Portugal,Bi-fuel,0
2015,Portugal,Other,0
2015,Romania,Petroleum products,148062
2015,Romania,Liquefied petroleum gases (LPG),0
2015,Romania,Diesel,181809
2015,Romania,Natural Gas,0
2015,Romania,Electricity,0
2015,Romania,Alternative Energy,2352
2015,Romania,Petrol (excluding hybrids),0
2015,Romania,Hybrid electric-petrol,0
2015,Romania,Plug-in hybrid petrol-electric,0
2015,Romania,Diesel (excluding hybrids),0
2015,Romania,Hybrid diesel-electric,0
2015,Romania,Plug-in hybrid diesel-electric,0
2015,Romania,Hydrogen and fuel cells,0
2015,Romania,Bioethanol,0
2015,Romania,Biodiesel,0
2015,Romania,Bi-fuel,0
2015,Romania,Other,0
2015,Slovenia,Petroleum products,29038
2015,Slovenia,Liquefied petroleum gases (LPG),199
2015,Slovenia,Diesel,31031
2015,Slovenia,Natural Gas,40
2015,Slovenia,Electricity,123
2015,Slovenia,Alternative Energy,599
2015,Slovenia,Petrol (excluding hybrids),29038
2015,Slovenia,Hybrid electric-petrol,0
2015,Slovenia,Plug-in hybrid petrol-electric,0
2015,Slovenia,Diesel (excluding hybrids),31031
2015,Slovenia,Hybrid diesel-electric,0
2015,Slovenia,Plug-in hybrid diesel-electric,0
2015,Slovenia,Hydrogen and fuel cells,0
2015,Slovenia,Bioethanol,0
2015,Slovenia,Biodiesel,0
2015,Slovenia,Bi-fuel,0
2015,Slovenia,Other,237
2015,Finland,Petroleum products,69469
2015,Finland,Liquefied petroleum gases (LPG),0
2015,Finland,Diesel,38844
2015,Finland,Natural Gas,18
2015,Finland,Electricity,243
2015,Finland,Alternative Energy,506
2015,Finland,Petrol (excluding hybrids),66252
2015,Finland,Hybrid electric-petrol,2817
2015,Finland,Plug-in hybrid petrol-electric,400
2015,Finland,Diesel (excluding hybrids),38800
2015,Finland,Hybrid diesel-electric,29
2015,Finland,Plug-in hybrid diesel-electric,15
2015,Finland,Hydrogen and fuel cells,0
2015,Finland,Bioethanol,105
2015,Finland,Biodiesel,0
2015,Finland,Bi-fuel,140
2015,Finland,Other,0
2015,Sweden,Petroleum products,145383
2015,Sweden,Liquefied petroleum gases (LPG),0
2015,Sweden,Diesel,207091
2015,Sweden,Natural Gas,886
2015,Sweden,Electricity,2916
2015,Sweden,Alternative Energy,9434
2015,Sweden,Petrol (excluding hybrids),131576
2015,Sweden,Hybrid electric-petrol,8634
2015,Sweden,Plug-in hybrid petrol-electric,5173
2015,Sweden,Diesel (excluding hybrids),206377
2015,Sweden,Hybrid diesel-electric,135
2015,Sweden,Plug-in hybrid diesel-electric,579
2015,Sweden,Hydrogen and fuel cells,1
2015,Sweden,Bioethanol,3
2015,Sweden,Biodiesel,1
2015,Sweden,Bi-fuel,4231
2015,Sweden,Other,1396
2015,United Kingdom,Petroleum products,1334875
2015,United Kingdom,Liquefied petroleum gases (LPG),0
2015,United Kingdom,Diesel,1257152
2015,United Kingdom,Natural Gas,13
2015,United Kingdom,Electricity,10063
2015,United Kingdom,Alternative Energy,10119
2015,United Kingdom,Petrol (excluding hybrids),1276159
2015,United Kingdom,Hybrid electric-petrol,58716
2015,United Kingdom,Plug-in hybrid petrol-electric,0
2015,United Kingdom,Diesel (excluding hybrids),1253393
2015,United Kingdom,Hybrid diesel-electric,3759
2015,United Kingdom,Plug-in hybrid diesel-electric,0
2015,United Kingdom,Hydrogen and fuel cells,0
2015,United Kingdom,Bioethanol,0
2015,United Kingdom,Biodiesel,0
2015,United Kingdom,Bi-fuel,33
2015,United Kingdom,Other,10
2015,Liechtenstein,Petroleum products,1072
2015,Liechtenstein,Liquefied petroleum gases (LPG),0
2015,Liechtenstein,Diesel,937
2015,Liechtenstein,Natural Gas,5
2015,Liechtenstein,Electricity,30
2015,Liechtenstein,Alternative Energy,40
2015,Liechtenstein,Petrol (excluding hybrids),1017
2015,Liechtenstein,Hybrid electric-petrol,55
2015,Liechtenstein,Plug-in hybrid petrol-electric,0
2015,Liechtenstein,Diesel (excluding hybrids),934
2015,Liechtenstein,Hybrid diesel-electric,3
2015,Liechtenstein,Plug-in hybrid diesel-electric,0
2015,Liechtenstein,Hydrogen and fuel cells,0
2015,Liechtenstein,Bioethanol,0
2015,Liechtenstein,Biodiesel,0
2015,Liechtenstein,Bi-fuel,5
2015,Liechtenstein,Other,0
2015,Norway,Petroleum products,64686
2015,Norway,Liquefied petroleum gases (LPG),0
2015,Norway,Diesel,89499
2015,Norway,Natural Gas,0
2015,Norway,Electricity,21997
2015,Norway,Alternative Energy,22151
2015,Norway,Petrol (excluding hybrids),0
2015,Norway,Hybrid electric-petrol,0
2015,Norway,Plug-in hybrid petrol-electric,0
2015,Norway,Diesel (excluding hybrids),0
2015,Norway,Hybrid diesel-electric,0
2015,Norway,Plug-in hybrid diesel-electric,0
2015,Norway,Hydrogen and fuel cells,0
2015,Norway,Bioethanol,0
2015,Norway,Biodiesel,0
2015,Norway,Bi-fuel,0
2015,Norway,Other,154
2015,Switzerland,Petroleum products,193200
2015,Switzerland,Liquefied petroleum gases (LPG),0
2015,Switzerland,Diesel,129000
2015,Switzerland,Natural Gas,200
2015,Switzerland,Electricity,3900
2015,Switzerland,Alternative Energy,5000
2015,Switzerland,Petrol (excluding hybrids),185500
2015,Switzerland,Hybrid electric-petrol,7700
2015,Switzerland,Plug-in hybrid petrol-electric,0
2015,Switzerland,Diesel (excluding hybrids),127900
2015,Switzerland,Hybrid diesel-electric,1100
2015,Switzerland,Plug-in hybrid diesel-electric,0
2015,Switzerland,Hydrogen and fuel cells,0
2015,Switzerland,Bioethanol,0
2015,Switzerland,Biodiesel,0
2015,Switzerland,Bi-fuel,900
2015,Switzerland,Other,100
2015,North Macedonia,Petroleum products,0
2015,North Macedonia,Liquefied petroleum gases (LPG),0
2015,North Macedonia,Diesel,0
2015,North Macedonia,Natural Gas,0
2015,North Macedonia,Electricity,0
2015,North Macedonia,Alternative Energy,0
2015,North Macedonia,Petrol (excluding hybrids),0
2015,North Macedonia,Hybrid electric-petrol,0
2015,North Macedonia,Plug-in hybrid petrol-electric,0
2015,North Macedonia,Diesel (excluding hybrids),0
2015,North Macedonia,Hybrid diesel-electric,0
2015,North Macedonia,Plug-in hybrid diesel-electric,0
2015,North Macedonia,Hydrogen and fuel cells,0
2015,North Macedonia,Bioethanol,0
2015,North Macedonia,Biodiesel,0
2015,North Macedonia,Bi-fuel,0
2015,North Macedonia,Other,0
2015,Turkey,Petroleum products,270762
2015,Turkey,Liquefied petroleum gases (LPG),13288
2015,Turkey,Diesel,462191
2015,Turkey,Natural Gas,0
2015,Turkey,Electricity,154
2015,Turkey,Alternative Energy,13442
2015,Turkey,Petrol (excluding hybrids),270634
2015,Turkey,Hybrid electric-petrol,128
2015,Turkey,Plug-in hybrid petrol-electric,0
2015,Turkey,Diesel (excluding hybrids),462119
2015,Turkey,Hybrid diesel-electric,72
2015,Turkey,Plug-in hybrid diesel-electric,0
2015,Turkey,Hydrogen and fuel cells,0
2015,Turkey,Bioethanol,0
2015,Turkey,Biodiesel,0
2015,Turkey,Bi-fuel,0
2015,Turkey,Other,0
2016,Belgium,Petroleum products,256076
2016,Belgium,Liquefied petroleum gases (LPG),4
2016,Belgium,Diesel,285653
2016,Belgium,Natural Gas,790
2016,Belgium,Electricity,2061
2016,Belgium,Alternative Energy,4413
2016,Belgium,Petrol (excluding hybrids),240384
2016,Belgium,Hybrid electric-petrol,15692
2016,Belgium,Plug-in hybrid petrol-electric,0
2016,Belgium,Diesel (excluding hybrids),284352
2016,Belgium,Hybrid diesel-electric,1301
2016,Belgium,Plug-in hybrid diesel-electric,0
2016,Belgium,Hydrogen and fuel cells,0
2016,Belgium,Bioethanol,6
2016,Belgium,Biodiesel,0
2016,Belgium,Bi-fuel,0
2016,Belgium,Other,1552
2016,Denmark,Petroleum products,140371
2016,Denmark,Liquefied petroleum gases (LPG),0
2016,Denmark,Diesel,80216
2016,Denmark,Natural Gas,0
2016,Denmark,Electricity,0
2016,Denmark,Alternative Energy,0
2016,Denmark,Petrol (excluding hybrids),0
2016,Denmark,Hybrid electric-petrol,0
2016,Denmark,Plug-in hybrid petrol-electric,0
2016,Denmark,Diesel (excluding hybrids),0
2016,Denmark,Hybrid diesel-electric,0
2016,Denmark,Plug-in hybrid diesel-electric,0
2016,Denmark,Hydrogen and fuel cells,0
2016,Denmark,Bioethanol,0
2016,Denmark,Biodiesel,0
2016,Denmark,Bi-fuel,0
2016,Denmark,Other,0
2016,Germany,Petroleum products,1746308
2016,Germany,Liquefied petroleum gases (LPG),2990
2016,Germany,Diesel,1539596
2016,Germany,Natural Gas,3240
2016,Germany,Electricity,11410
2016,Germany,Alternative Energy,65703
2016,Germany,Petrol (excluding hybrids),0
2016,Germany,Hybrid electric-petrol,0
2016,Germany,Plug-in hybrid petrol-electric,0
2016,Germany,Diesel (excluding hybrids),0
2016,Germany,Hybrid diesel-electric,0
2016,Germany,Plug-in hybrid diesel-electric,0
2016,Germany,Hydrogen and fuel cells,0
2016,Germany,Bioethanol,0
2016,Germany,Biodiesel,0
2016,Germany,Bi-fuel,0
2016,Germany,Other,48063
2016,Estonia,Petroleum products,16592
2016,Estonia,Liquefied petroleum gases (LPG),0
2016,Estonia,Diesel,6393
2016,Estonia,Natural Gas,3
2016,Estonia,Electricity,32
2016,Estonia,Alternative Energy,35
2016,Estonia,Petrol (excluding hybrids),15821
2016,Estonia,Hybrid electric-petrol,771
2016,Estonia,Plug-in hybrid petrol-electric,0
2016,Estonia,Diesel (excluding hybrids),6392
2016,Estonia,Hybrid diesel-electric,1
2016,Estonia,Plug-in hybrid diesel-electric,0
2016,Estonia,Hydrogen and fuel cells,0
2016,Estonia,Bioethanol,0
2016,Estonia,Biodiesel,0
2016,Estonia,Bi-fuel,0
2016,Estonia,Other,0
2016,Ireland,Petroleum products,41160
2016,Ireland,Liquefied petroleum gases (LPG),0
2016,Ireland,Diesel,105257
2016,Ireland,Natural Gas,0
2016,Ireland,Electricity,402
2016,Ireland,Alternative Energy,3346
2016,Ireland,Petrol (excluding hybrids),0
2016,Ireland,Hybrid electric-petrol,0
2016,Ireland,Plug-in hybrid petrol-electric,0
2016,Ireland,Diesel (excluding hybrids),0
2016,Ireland,Hybrid diesel-electric,0
2016,Ireland,Plug-in hybrid diesel-electric,0
2016,Ireland,Hydrogen and fuel cells,0
2016,Ireland,Bioethanol,0
2016,Ireland,Biodiesel,0
2016,Ireland,Bi-fuel,0
2016,Ireland,Other,2944
2016,Spain,Petroleum products,509247
2016,Spain,Liquefied petroleum gases (LPG),1445
2016,Spain,Diesel,715543
2016,Spain,Natural Gas,405
2016,Spain,Electricity,3414
2016,Spain,Alternative Energy,5314
2016,Spain,Petrol (excluding hybrids),478822
2016,Spain,Hybrid electric-petrol,30407
2016,Spain,Plug-in hybrid petrol-electric,18
2016,Spain,Diesel (excluding hybrids),715467
2016,Spain,Hybrid diesel-electric,66
2016,Spain,Plug-in hybrid diesel-electric,10
2016,Spain,Hydrogen and fuel cells,2
2016,Spain,Bioethanol,0
2016,Spain,Biodiesel,1
2016,Spain,Bi-fuel,0
2016,Spain,Other,47
2016,France,Petroleum products,928357
2016,France,Liquefied petroleum gases (LPG),47
2016,France,Diesel,1032695
2016,France,Natural Gas,10
2016,France,Electricity,21758
2016,France,Alternative Energy,23419
2016,France,Petrol (excluding hybrids),874838
2016,France,Hybrid electric-petrol,46301
2016,France,Plug-in hybrid petrol-electric,7218
2016,France,Diesel (excluding hybrids),1027912
2016,France,Hybrid diesel-electric,4522
2016,France,Plug-in hybrid diesel-electric,261
2016,France,Hydrogen and fuel cells,9
2016,France,Bioethanol,1062
2016,France,Biodiesel,0
2016,France,Bi-fuel,450
2016,France,Other,83
2016,Croatia,Petroleum products,20490
2016,Croatia,Liquefied petroleum gases (LPG),2
2016,Croatia,Diesel,74421
2016,Croatia,Natural Gas,2
2016,Croatia,Electricity,66
2016,Croatia,Alternative Energy,1544
2016,Croatia,Petrol (excluding hybrids),20490
2016,Croatia,Hybrid electric-petrol,0
2016,Croatia,Plug-in hybrid petrol-electric,0
2016,Croatia,Diesel (excluding hybrids),74421
2016,Croatia,Hybrid diesel-electric,0
2016,Croatia,Plug-in hybrid diesel-electric,0
2016,Croatia,Hydrogen and fuel cells,0
2016,Croatia,Bioethanol,0
2016,Croatia,Biodiesel,0
2016,Croatia,Bi-fuel,973
2016,Croatia,Other,501
2016,Italy,Petroleum products,0
2016,Italy,Liquefied petroleum gases (LPG),0
2016,Italy,Diesel,0
2016,Italy,Natural Gas,0
2016,Italy,Electricity,0
2016,Italy,Alternative Energy,146790
2016,Italy,Petrol (excluding hybrids),643165
2016,Italy,Hybrid electric-petrol,0
2016,Italy,Plug-in hybrid petrol-electric,0
2016,Italy,Diesel (excluding hybrids),1058886
2016,Italy,Hybrid diesel-electric,0
2016,Italy,Plug-in hybrid diesel-electric,0
2016,Italy,Hydrogen and fuel cells,0
2016,Italy,Bioethanol,0
2016,Italy,Biodiesel,0
2016,Italy,Bi-fuel,0
2016,Italy,Other,0
2016,Cyprus,Petroleum products,17590
2016,Cyprus,Liquefied petroleum gases (LPG),0
2016,Cyprus,Diesel,10344
2016,Cyprus,Natural Gas,0
2016,Cyprus,Electricity,22
2016,Cyprus,Alternative Energy,22
2016,Cyprus,Petrol (excluding hybrids),16844
2016,Cyprus,Hybrid electric-petrol,746
2016,Cyprus,Plug-in hybrid petrol-electric,0
2016,Cyprus,Diesel (excluding hybrids),10344
2016,Cyprus,Hybrid diesel-electric,0
2016,Cyprus,Plug-in hybrid diesel-electric,0
2016,Cyprus,Hydrogen and fuel cells,0
2016,Cyprus,Bioethanol,0
2016,Cyprus,Biodiesel,0
2016,Cyprus,Bi-fuel,0
2016,Cyprus,Other,0
2016,Latvia,Petroleum products,9381
2016,Latvia,Liquefied petroleum gases (LPG),77
2016,Latvia,Diesel,7287
2016,Latvia,Natural Gas,4
2016,Latvia,Electricity,19
2016,Latvia,Alternative Energy,100
2016,Latvia,Petrol (excluding hybrids),9363
2016,Latvia,Hybrid electric-petrol,18
2016,Latvia,Plug-in hybrid petrol-electric,0
2016,Latvia,Diesel (excluding hybrids),7287
2016,Latvia,Hybrid diesel-electric,0
2016,Latvia,Plug-in hybrid diesel-electric,0
2016,Latvia,Hydrogen and fuel cells,0
2016,Latvia,Bioethanol,0
2016,Latvia,Biodiesel,0
2016,Latvia,Bi-fuel,0
2016,Latvia,Other,0
2016,Lithuania,Petroleum products,36296
2016,Lithuania,Liquefied petroleum gases (LPG),25
2016,Lithuania,Diesel,100495
2016,Lithuania,Natural Gas,0
2016,Lithuania,Electricity,202
2016,Lithuania,Alternative Energy,3080
2016,Lithuania,Petrol (excluding hybrids),34511
2016,Lithuania,Hybrid electric-petrol,0
2016,Lithuania,Plug-in hybrid petrol-electric,1785
2016,Lithuania,Diesel (excluding hybrids),100484
2016,Lithuania,Hybrid diesel-electric,0
2016,Lithuania,Plug-in hybrid diesel-electric,11
2016,Lithuania,Hydrogen and fuel cells,0
2016,Lithuania,Bioethanol,0
2016,Lithuania,Biodiesel,0
2016,Lithuania,Bi-fuel,0
2016,Lithuania,Other,2853
2016,Hungary,Petroleum products,122444
2016,Hungary,Liquefied petroleum gases (LPG),1
2016,Hungary,Diesel,110271
2016,Hungary,Natural Gas,130
2016,Hungary,Electricity,453
2016,Hungary,Alternative Energy,5940
2016,Hungary,Petrol (excluding hybrids),122444
2016,Hungary,Hybrid electric-petrol,0
2016,Hungary,Plug-in hybrid petrol-electric,0
2016,Hungary,Diesel (excluding hybrids),110271
2016,Hungary,Hybrid diesel-electric,0
2016,Hungary,Plug-in hybrid diesel-electric,0
2016,Hungary,Hydrogen and fuel cells,0
2016,Hungary,Bioethanol,0
2016,Hungary,Biodiesel,1
2016,Hungary,Bi-fuel,1163
2016,Hungary,Other,4192
2016,Malta,Petroleum products,11176
2016,Malta,Liquefied petroleum gases (LPG),0
2016,Malta,Diesel,5451
2016,Malta,Natural Gas,1
2016,Malta,Electricity,31
2016,Malta,Alternative Energy,87
2016,Malta,Petrol (excluding hybrids),11022
2016,Malta,Hybrid electric-petrol,154
2016,Malta,Plug-in hybrid petrol-electric,0
2016,Malta,Diesel (excluding hybrids),5446
2016,Malta,Hybrid diesel-electric,5
2016,Malta,Plug-in hybrid diesel-electric,0
2016,Malta,Hydrogen and fuel cells,0
2016,Malta,Bioethanol,0
2016,Malta,Biodiesel,0
2016,Malta,Bi-fuel,53
2016,Malta,Other,0
2016,Netherlands,Petroleum products,304645
2016,Netherlands,Liquefied petroleum gases (LPG),860
2016,Netherlands,Diesel,72356
2016,Netherlands,Natural Gas,658
2016,Netherlands,Electricity,0
2016,Netherlands,Alternative Energy,5514
2016,Netherlands,Petrol (excluding hybrids),0
2016,Netherlands,Hybrid electric-petrol,29916
2016,Netherlands,Plug-in hybrid petrol-electric,0
2016,Netherlands,Diesel (excluding hybrids),0
2016,Netherlands,Hybrid diesel-electric,0
2016,Netherlands,Plug-in hybrid diesel-electric,0
2016,Netherlands,Hydrogen and fuel cells,7
2016,Netherlands,Bioethanol,0
2016,Netherlands,Biodiesel,0
2016,Netherlands,Bi-fuel,0
2016,Netherlands,Other,3989
2016,Austria,Petroleum products,136148
2016,Austria,Liquefied petroleum gases (LPG),0
2016,Austria,Diesel,189139
2016,Austria,Natural Gas,119
2016,Austria,Electricity,3826
2016,Austria,Alternative Energy,4317
2016,Austria,Petrol (excluding hybrids),131756
2016,Austria,Hybrid electric-petrol,3305
2016,Austria,Plug-in hybrid petrol-electric,1087
2016,Austria,Diesel (excluding hybrids),188820
2016,Austria,Hybrid diesel-electric,169
2016,Austria,Plug-in hybrid diesel-electric,150
2016,Austria,Hydrogen and fuel cells,5
2016,Austria,Bioethanol,0
2016,Austria,Biodiesel,0
2016,Austria,Bi-fuel,367
2016,Austria,Other,0
2016,Poland,Petroleum products,718969
2016,Poland,Liquefied petroleum gases (LPG),104515
2016,Poland,Diesel,530548
2016,Poland,Natural Gas,349
2016,Poland,Electricity,6847
2016,Poland,Alternative Energy,111753
2016,Poland,Petrol (excluding hybrids),718952
2016,Poland,Hybrid electric-petrol,0
2016,Poland,Plug-in hybrid petrol-electric,0
2016,Poland,Diesel (excluding hybrids),530548
2016,Poland,Hybrid diesel-electric,0
2016,Poland,Plug-in hybrid diesel-electric,0
2016,Poland,Hydrogen and fuel cells,16
2016,Poland,Bioethanol,2
2016,Poland,Biodiesel,0
2016,Poland,Bi-fuel,0
2016,Poland,Other,24
2016,Portugal,Petroleum products,0
2016,Portugal,Liquefied petroleum gases (LPG),0
2016,Portugal,Diesel,0
2016,Portugal,Natural Gas,0
2016,Portugal,Electricity,0
2016,Portugal,Alternative Energy,0
2016,Portugal,Petrol (excluding hybrids),0
2016,Portugal,Hybrid electric-petrol,0
2016,Portugal,Plug-in hybrid petrol-electric,0
2016,Portugal,Diesel (excluding hybrids),0
2016,Portugal,Hybrid diesel-electric,0
2016,Portugal,Plug-in hybrid diesel-electric,0
2016,Portugal,Hydrogen and fuel cells,0
2016,Portugal,Bioethanol,0
2016,Portugal,Biodiesel,0
2016,Portugal,Bi-fuel,0
2016,Portugal,Other,0
2016,Romania,Petroleum products,0
2016,Romania,Liquefied petroleum gases (LPG),0
2016,Romania,Diesel,0
2016,Romania,Natural Gas,0
2016,Romania,Electricity,0
2016,Romania,Alternative Energy,0
2016,Romania,Petrol (excluding hybrids),0
2016,Romania,Hybrid electric-petrol,0
2016,Romania,Plug-in hybrid petrol-electric,0
2016,Romania,Diesel (excluding hybrids),0
2016,Romania,Hybrid diesel-electric,0
2016,Romania,Plug-in hybrid diesel-electric,0
2016,Romania,Hydrogen and fuel cells,0
2016,Romania,Bioethanol,0
2016,Romania,Biodiesel,0
2016,Romania,Bi-fuel,0
2016,Romania,Other,0
2016,Slovenia,Petroleum products,31429
2016,Slovenia,Liquefied petroleum gases (LPG),290
2016,Slovenia,Diesel,32589
2016,Slovenia,Natural Gas,9
2016,Slovenia,Electricity,151
2016,Slovenia,Alternative Energy,881
2016,Slovenia,Petrol (excluding hybrids),31429
2016,Slovenia,Hybrid electric-petrol,0
2016,Slovenia,Plug-in hybrid petrol-electric,0
2016,Slovenia,Diesel (excluding hybrids),32589
2016,Slovenia,Hybrid diesel-electric,0
2016,Slovenia,Plug-in hybrid diesel-electric,0
2016,Slovenia,Hydrogen and fuel cells,0
2016,Slovenia,Bioethanol,0
2016,Slovenia,Biodiesel,0
2016,Slovenia,Bi-fuel,0
2016,Slovenia,Other,431
2016,Finland,Petroleum products,79042
2016,Finland,Liquefied petroleum gases (LPG),0
2016,Finland,Diesel,39556
2016,Finland,Natural Gas,38
2016,Finland,Electricity,223
2016,Finland,Alternative Energy,402
2016,Finland,Petrol (excluding hybrids),73258
2016,Finland,Hybrid electric-petrol,4668
2016,Finland,Plug-in hybrid petrol-electric,1116
2016,Finland,Diesel (excluding hybrids),39452
2016,Finland,Hybrid diesel-electric,11
2016,Finland,Plug-in hybrid diesel-electric,93
2016,Finland,Hydrogen and fuel cells,0
2016,Finland,Bioethanol,14
2016,Finland,Biodiesel,0
2016,Finland,Bi-fuel,127
2016,Finland,Other,0
2016,Sweden,Petroleum products,177903
2016,Sweden,Liquefied petroleum gases (LPG),0
2016,Sweden,Diesel,202383
2016,Sweden,Natural Gas,499
2016,Sweden,Electricity,2993
2016,Sweden,Alternative Energy,7711
2016,Sweden,Petrol (excluding hybrids),155318
2016,Sweden,Hybrid electric-petrol,13621
2016,Sweden,Plug-in hybrid petrol-electric,8964
2016,Sweden,Diesel (excluding hybrids),201040
2016,Sweden,Hybrid diesel-electric,17
